11655.900391 6.359058 11.171137 2.525488 1120.117676 9813.496620 11655.674785 7.500000 3.346607
11685.500000 6.958901 12.224897 3.599539 430.781372 4047.911663 11685.342718 0.700195 0.761238
11784.400391 7.001241 12.299278 3.731701 626.823181 6434.147871 11784.053832 4.099609 5.251004
11843.200195 5.474414 9.617059 2.334031 641.952515 7079.278697 11842.039518 9.100586 9.301577
11897.700195 5.353203 9.404122 2.771302 730.936707 8163.953420 11896.094950 9.299805 9.320585
11989.900391 5.337444 9.376438 1.461017 737.281555 8969.099773 11990.935122 11.700196 13.123290
12008.400391 6.255667 10.989506 2.029120 444.994537 4433.368518 12007.702056 3.299805 2.216231
12027.100586 6.069939 10.663234 2.778135 421.268860 4389.583590 12027.054957 0.299804 0.247969
12049.799805 6.177635 10.852427 2.434352 447.197906 4723.296201 12049.799805 0.200196 0.142705
12083.900391 4.830327 8.485572 1.513387 1880.298462 15174.635608 12084.591830 6.299805 4.045319
12112.700195 5.582144 9.806310 1.540944 1154.796143 13201.528145 12112.174739 9.000000 6.135811
12137.500000 6.101043 10.717874 1.961797 464.812378 6338.274031 12137.107748 4.500000 5.742777
12182.299805 6.369891 11.190168 2.409986 520.723267 5867.535994 12182.414189 1.400391 1.352692
12210.799805 6.419253 11.276883 1.664939 1136.156128 11573.227003 12210.571577 7.899414 7.174034
12236.299805 5.261326 9.242720 1.169529 3214.895020 27937.412042 12236.744515 7.299805 4.039027
12264.799805 5.728073 10.062668 1.968000 854.718262 9873.890679 12264.921937 5.300781 5.561428
12295.900391 6.431782 11.298893 1.392864 1103.797485 13140.642952 12296.128791 9.900391 8.633292
12323.299805 6.417314 11.273478 2.112223 513.978577 6548.242736 12324.441956 4.796876 5.960676
12341.299805 6.293952 11.056764 2.167163 580.758118 7594.907701 12340.685703 7.200195 8.383971
12361.200195 5.839183 10.257858 0.935795 2579.122559 32837.645653 12360.774034 13.400391 9.632760
12386.500000 6.715677 11.797620 2.082034 720.382751 9995.469479 12388.277879 7.597656 8.567013
12401.600586 6.491819 11.404362 1.961735 634.532104 8778.094936 12401.866786 4.299805 5.507094
12435.700195 6.868662 12.066372 2.056448 730.064453 9995.579551 12433.380753 11.600586 13.652691
12462.400391 6.301447 11.069930 1.011532 2055.321777 27769.423111 12463.611796 13.799805 11.022386
12503.000000 6.761437 11.878007 1.770676 719.148621 9989.400867 12502.995720 9.700195 7.965019
12548.900391 6.792405 11.932410 0.610592 4135.917969 41126.263762 12549.476424 8.900391 3.325495
12583.600586 6.881896 12.089621 1.830673 827.154053 12683.115752 12585.066030 15.700196 23.197928
12625.900391 7.341230 12.896547 1.231199 2715.136230 26649.984948 12626.137108 7.800781 4.651261
12661.900391 7.275597 12.781247 2.184594 760.600769 9390.453389 12659.892563 9.500000 8.359851
12689.700195 7.791444 13.687450 1.056963 2304.632080 22768.086883 12689.503682 9.000000 6.414072
12719.799805 7.172926 12.600882 2.223940 459.769958 5554.571523 12720.121966 6.399414 8.942849
12745.700195 7.709488 13.543475 2.223285 746.374573 8946.342843 12746.686103 6.800781 7.349529
12784.200195 7.319329 12.858072 2.316038 494.994507 5518.629931 12784.830977 2.799804 3.136878
12795.700195 7.267502 12.767026 2.540448 434.829987 4740.753913 12795.338925 3.100586 2.930210
12825.299805 6.754187 11.865270 2.336294 446.031952 4914.166493 12825.503395 1.200195 0.558369
12910.400391 6.266011 11.007679 2.384741 511.388611 3597.334524 12910.730413 1.199220 0.711257
13047.500000 6.229041 10.942732 1.928122 1811.479126 14920.259504 13047.294990 7.500000 3.133442
13071.400391 7.365973 12.940013 2.768028 433.444214 4964.156310 13071.400391 0.200195 0.201033
13088.700195 6.785693 11.920618 2.330701 576.425171 6205.629124 13088.717417 5.500000 5.573063
13184.700195 6.472422 11.370287 1.954349 1884.761230 16789.306104 13184.847208 8.299805 4.710003
