11655.900391 1120.117676
11685.500000 430.781372
11784.400391 626.823181
11843.200195 641.952515
11897.700195 730.936707
11989.900391 737.281555
12008.400391 444.994537
12027.100586 421.268860
12049.799805 447.197906
12083.900391 1880.298462
12112.700195 1154.796143
12137.500000 464.812378
12182.299805 520.723267
12210.799805 1136.156128
12236.299805 3214.895020
12264.799805 854.718262
12295.900391 1103.797485
12323.299805 513.978577
12341.299805 580.758118
12361.200195 2579.122559
12386.500000 720.382751
12401.600586 634.532104
12435.700195 730.064453
12462.400391 2055.321777
12503.000000 719.148621
12548.900391 4135.917969
12583.600586 827.154053
12625.900391 2715.136230
12661.900391 760.600769
12689.700195 2304.632080
12719.799805 459.769958
12745.700195 746.374573
12784.200195 494.994507
12795.700195 434.829987
12825.299805 446.031952
12910.400391 511.388611
13047.500000 1811.479126
13071.400391 433.444214
13088.700195 576.425171
13184.700195 1884.761230
