11654.200195 6.112795 10.815086 2.205267 2037.863647 23204.613481 11654.915915 11.300781 5.558388
11690.600586 6.368609 11.267687 3.030125 743.880127 8142.833259 11690.567301 6.500000 5.099536
11754.500000 6.992044 12.370701 3.788171 598.173401 7318.093919 11753.981235 5.099609 4.945456
11780.200195 7.556441 13.369263 3.059212 1589.130005 15893.307512 11781.401794 8.899414 6.437468
11821.700195 6.294664 11.136859 1.987102 918.803284 9514.960789 11821.532826 6.799805 5.655786
11841.700195 4.886988 8.646323 1.584563 1215.864990 11273.293672 11842.341026 7.000000 5.831145
11896.200195 4.883517 8.640181 2.443828 1403.086548 13505.133563 11896.174111 6.599609 5.126671
11914.799805 6.611209 11.696908 2.912328 615.273254 8897.534608 11912.769729 10.600586 10.688670
11941.200195 6.274015 11.100326 2.664506 585.008728 7365.358267 11941.993892 5.100586 5.896894
11964.299805 5.656030 10.006953 1.979285 576.276245 7433.215396 11965.405565 9.099609 11.186998
11988.299805 5.480984 9.697252 1.792489 1628.237915 16888.249809 11989.034335 8.799805 6.070862
12026.400391 6.038989 10.684504 2.894997 584.923767 8350.879102 12021.634316 18.800780 28.882712
12059.400391 6.401541 11.325952 2.655381 627.448181 8549.722143 12059.306671 0.600586 0.797661
12084.600586 4.778796 8.454903 1.418123 3577.922852 29739.862260 12084.418539 6.500000 4.092487
12111.000000 5.558446 9.834302 1.596938 1671.436401 20031.178838 12112.002960 10.400390 11.384526
12155.400391 6.490035 11.482520 2.889794 788.222412 10059.540282 12152.358957 12.800780 12.784042
12183.000000 6.500187 11.500482 2.734932 690.110535 9850.265615 12183.536863 2.700196 3.379478
12211.100586 6.403197 11.328882 1.831744 1355.842407 17523.186132 12211.501420 12.100586 9.706257
12234.299805 5.188680 9.180093 0.856783 5686.739746 50195.762129 12235.670226 8.500000 5.235190
12265.000000 5.810024 10.279408 2.341160 1082.286255 15123.422573 12268.554161 18.000000 23.246585
12295.400391 6.381119 11.289820 1.583742 1680.163330 21068.701476 12297.017669 12.900391 13.613775
12329.500000 6.332029 11.202967 2.238800 833.459900 12229.375365 12330.133082 26.700195 26.507961
12359.900391 5.738082 10.152124 0.862059 4729.648926 50064.608326 12360.297638 9.000000 5.627748
12389.100586 6.012644 10.637893 1.686972 1074.352539 15869.838586 12392.975685 24.200195 20.274719
12432.900391 6.957281 12.309196 1.958946 933.940125 14023.520886 12433.701083 12.700196 15.122071
12464.600586 6.343021 11.222415 1.118047 5069.448730 55028.003344 12463.000716 11.100586 5.775546
12494.299805 6.359572 11.251698 1.565629 955.387451 15121.325553 12492.128438 31.100586 44.728006
12518.400391 6.502963 11.505393 1.806824 739.875122 10696.301244 12519.514863 4.800784 5.243733
12550.700195 6.775024 11.986738 0.632364 4976.410156 60726.300093 12550.156612 12.200195 6.797212
12579.299805 6.674101 11.808179 1.246496 1226.372192 16857.483062 12584.086102 21.900390 34.626837
12623.200195 7.263220 12.850480 1.194690 3719.900391 47153.518932 12624.044523 12.799805 6.649394
12656.100586 6.855047 12.128320 1.766308 935.883301 12190.370521 12654.105817 13.400391 22.412009
12691.400391 7.735593 13.686228 1.352055 2662.139893 31862.577949 12689.556195 11.200195 7.354327
12722.299805 6.887534 12.185797 2.305489 884.395020 10488.450104 12721.868665 1.601560 1.740761
12746.299805 7.845965 13.881504 2.113846 1335.053467 16241.699978 12746.954256 11.200195 12.445167
12774.200195 6.606104 11.687875 2.618717 704.193787 8050.474159 12774.070314 6.299804 6.631146
12928.900391 7.201136 12.740638 2.313281 587.061340 5147.310205 12929.320287 1.601564 1.347007
13046.600586 6.224297 11.012361 2.139787 2614.307861 24110.436986 13047.404252 8.599610 1.950837
13184.100586 6.396100 11.316324 1.907530 2776.667725 23266.424410 13184.496993 8.000000 2.973162
