244.689493 0.000000
244.745133 0.000000
244.748224 17.818182
244.751315 0.000000
244.856430 0.000000
244.859522 14.909091
244.862614 0.000000
244.952289 0.000000
244.955382 14.181818
244.958475 0.000000
245.119315 0.000000
245.122409 4.727273
245.125503 0.000000
245.202850 0.000000
245.205944 1.818182
245.209038 0.000000
245.431869 0.000000
245.434964 1.818182
245.438060 0.000000
245.456634 0.000000
245.459730 13.818182
245.462826 0.000000
245.918115 0.000000
245.921213 10.545455
245.924312 0.000000
246.023480 0.000000
246.026579 12.727273
246.029678 0.000000
246.206372 0.000000
246.209473 21.454545
246.212573 0.000000
246.395536 0.000000
246.398638 1.818182
246.401740 0.000000
246.522720 0.000000
246.525823 25.818182
246.528925 0.000000
246.634421 0.000000
246.637524 40.727273
246.640627 0.000000
246.649937 0.000000
246.653040 23.636364
246.656144 0.000000
246.982096 0.000000
246.985202 21.454545
246.988307 0.000000
247.016256 0.000000
247.019362 24.000000
247.022467 0.000000
247.171558 0.000000
247.174665 15.636364
247.177771 0.000000
247.187091 0.000000
247.190198 14.545455
247.193304 0.000000
247.215051 0.000000
247.218158 20.727273
247.221265 0.000000
247.311371 0.000000
247.314479 9.818182
247.317586 0.000000
247.426359 0.000000
247.429467 6.909091
247.432575 0.000000
247.522720 0.000000
247.525829 16.727273
247.528938 0.000000
247.556917 0.000000
247.560026 19.636364
247.563135 0.000000
247.609772 0.000000
247.612882 8.727273
247.615991 0.000000
247.637757 0.000000
247.640866 22.181818
247.643976 0.000000
247.768371 0.000000
247.771481 15.636364
247.774592 0.000000
248.095057 0.000000
248.098170 38.181818
248.101282 0.000000
248.188436 0.000000
248.191549 6.545455
248.194662 0.000000
248.297400 0.000000
248.300513 43.636364
248.303627 0.000000
248.362790 0.000000
248.365904 9.454545
248.369018 0.000000
248.552780 0.000000
248.555895 3.272727
248.559011 0.000000
248.608857 0.000000
248.611972 12.363636
248.615088 0.000000
248.633782 0.000000
248.636898 29.090909
248.640013 0.000000
248.908039 0.000000
248.911157 12.363636
248.914274 0.000000
249.141901 0.000000
249.145020 13.818182
249.148138 1.818182
249.151257 0.000000
249.166852 0.000000
249.169971 20.727273
249.173090 0.000000
