11598.500000 0.000000
11599.900391 0.000000
11600.000000 0.000009
11600.099609 0.000030
11600.200195 0.000036
11600.299805 0.000043
11600.400391 0.000046
11600.500000 0.000046
11600.599609 0.000044
11600.700195 0.000042
11600.799805 0.000036
11600.900391 0.000032
11601.000000 0.000029
11601.099609 0.000025
11601.200195 0.000020
11601.299805 0.000019
11601.400391 0.000017
11601.500000 0.000016
11601.599609 0.000017
11601.700195 0.000013
11601.799805 0.000016
11601.900391 0.000012
11602.000000 0.000011
11602.099609 0.000008
11602.200195 0.000007
11602.299805 0.000008
11602.400391 0.000003
11602.500000 0.000005
11602.599609 0.000007
11602.700195 0.000007
11602.799805 0.000006
11602.900391 0.000005
11603.000000 0.000004
11603.099609 0.000004
11603.200195 0.000002
11603.299805 0.000005
11603.400391 0.000006
11603.500000 0.000007
11603.599609 0.000008
11603.700195 0.000008
11603.799805 0.000010
11603.900391 0.000007
11604.000000 0.000005
11604.099609 0.000010
11604.200195 0.000010
11604.299805 0.000009
11604.400391 0.000008
11604.500000 0.000009
11604.599609 0.000010
11604.700195 0.000010
11604.799805 0.000010
11604.900391 0.000011
11605.000000 0.000009
11605.099609 0.000006
11605.200195 0.000004
11605.299805 0.000004
11605.400391 0.000004
11605.500000 0.000004
11605.599609 0.000005
11605.700195 0.000005
11605.799805 0.000005
11605.900391 0.000004
11606.000000 0.000002
11606.099609 0.000001
11606.200195 0.000000
11606.400391 0.000000
11606.500000 0.000002
11606.599609 0.000002
11606.700195 0.000001
11606.799805 0.000002
11606.900391 0.000003
11607.000000 0.000006
11607.099609 0.000008
11607.200195 0.000010
11607.299805 0.000010
11607.400391 0.000009
11607.500000 0.000008
11607.599609 0.000007
11607.700195 0.000007
11607.799805 0.000008
11607.900391 0.000009
11608.000000 0.000009
11608.099609 0.000007
11608.200195 0.000005
11608.299805 0.000003
11608.400391 0.000002
11608.500000 0.000001
11608.599609 0.000001
11608.700195 0.000000
11609.700195 0.000000
11609.799805 0.000001
11609.900391 0.000002
11610.000000 0.000001
11610.099609 0.000001
11610.200195 0.000004
11610.299805 0.000004
11610.400391 0.000005
11610.500000 0.000005
11610.599609 0.000005
11610.700195 0.000003
11610.799805 0.000003
11610.900391 0.000003
11611.000000 0.000003
11611.099609 0.000003
11611.200195 0.000003
11611.299805 0.000002
11611.400391 0.000002
11611.500000 0.000001
11611.599609 0.000001
11611.700195 0.000000
11611.799805 0.000000
11611.900391 0.000001
11612.000000 0.000002
11612.099609 0.000004
11612.200195 0.000003
11612.299805 0.000001
11612.400391 0.000005
11612.500000 0.000009
11612.599609 0.000007
11612.700195 0.000005
11612.799805 0.000004
11612.900391 0.000003
11613.000000 0.000001
11613.099609 0.000002
11613.200195 0.000002
11613.299805 0.000001
11613.400391 0.000001
11613.500000 0.000001
11613.599609 0.000000
11615.200195 0.000000
11615.299805 0.000001
11615.400391 0.000001
11615.500000 0.000002
11615.599609 0.000002
11615.700195 0.000003
11615.799805 0.000004
11615.900391 0.000004
11616.000000 0.000006
11616.099609 0.000008
11616.200195 0.000012
11616.299805 0.000017
11616.400391 0.000021
11616.500000 0.000024
11616.599609 0.000026
11616.700195 0.000027
11616.799805 0.000026
11616.900391 0.000026
11617.000000 0.000029
11617.099609 0.000024
11617.200195 0.000018
11617.299805 0.000014
11617.400391 0.000009
11617.500000 0.000006
11617.599609 0.000003
11617.700195 0.000002
11617.799805 0.000001
11617.900391 0.000002
11618.000000 0.000003
11618.099609 0.000005
11618.200195 0.000008
11618.299805 0.000011
11618.400391 0.000014
11618.500000 0.000016
11618.599609 0.000016
11618.700195 0.000014
11618.799805 0.000011
11618.900391 0.000008
11619.000000 0.000006
11619.099609 0.000004
11619.200195 0.000002
11619.299805 0.000002
11619.400391 0.000002
11619.500000 0.000003
11619.599609 0.000005
11619.700195 0.000006
11619.799805 0.000008
11619.900391 0.000008
11620.000000 0.000008
11620.099609 0.000007
11620.200195 0.000007
11620.299805 0.000008
11620.400391 0.000010
11620.500000 0.000014
11620.599609 0.000019
11620.700195 0.000022
11620.799805 0.000025
11620.900391 0.000026
11621.000000 0.000021
11621.099609 0.000018
11621.200195 0.000013
11621.299805 0.000009
11621.400391 0.000008
11621.500000 0.000007
11621.599609 0.000007
11621.700195 0.000008
11621.799805 0.000009
11621.900391 0.000010
11622.000000 0.000011
11622.099609 0.000011
11622.200195 0.000010
11622.299805 0.000011
11622.400391 0.000009
11622.500000 0.000008
11622.599609 0.000007
11622.700195 0.000007
11622.799805 0.000008
11622.900391 0.000010
11623.000000 0.000013
11623.099609 0.000014
11623.200195 0.000014
11623.299805 0.000012
11623.400391 0.000009
11623.500000 0.000006
11623.599609 0.000004
11623.700195 0.000004
11623.799805 0.000004
11623.900391 0.000004
11624.000000 0.000003
11624.099609 0.000002
11624.200195 0.000002
11624.299805 0.000002
11624.400391 0.000002
11624.500000 0.000002
11624.599609 0.000002
11624.700195 0.000002
11624.799805 0.000002
11624.900391 0.000002
11625.000000 0.000002
11625.099609 0.000001
11625.200195 0.000001
11625.299805 0.000000
11627.000000 0.000000
11627.099609 0.000001
11627.200195 0.000000
11627.299805 0.000003
11627.400391 0.000006
11627.500000 0.000009
11627.599609 0.000011
11627.700195 0.000011
11627.799805 0.000010
11627.900391 0.000008
11628.000000 0.000005
11628.099609 0.000003
